Olink ID*	UniProt ID	Protein name	Gene name
OID44864	P49593	Protein phosphatase 1F	PPM1F
OID44865	O14974	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A
OID44866	P41236	Protein phosphatase inhibitor 2	PPP1R2
OID44867	P01298	Pancreatic prohormone	PPY
OID44868	P51888	Prolargin	PRELP
OID44869	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit	PRKAR1A
OID44870	Q13976	cGMP-dependent protein kinase 1	PRKG1
OID44871	P01236	Prolactin	PRL
OID44872	Q16378	Proline-rich protein 4	PRR4
OID44873	Q9BQR3	Serine protease 27	PRSS27
OID44874	Q16651	Prostasin	PRSS8
OID44875	Q8TBF2	Prostamide/prostaglandin F synthase	PRXL2B
OID44876	Q9H939	Proline-serine-threonine phosphatase-interacting protein 2	PSTPIP2
OID44877	Q14914	Prostaglandin reductase 1	PTGR1
OID44878	P29350	Tyrosine-protein phosphatase non-receptor type 6	PTPN6
OID44879	P23467	Receptor-type tyrosine-protein phosphatase beta	PTPRB
OID44880	P23471	Receptor-type tyrosine-protein phosphatase zeta	PTPRZ1
OID44881	Q6GMV3	Putative peptidyl-tRNA hydrolase PTRHD1	PTRHD1
OID44882	P26022	Pentraxin-related protein PTX3	PTX3
OID44883	Q08623	Pseudouridine-5'-phosphatase	PUDP
OID44884	P15151	Poliovirus receptor	PVR
OID44885	Q9BRP8	Partner of Y14 and mago	PYM1
OID44886	P09417	Dihydropteridine reductase	QDPR
OID44887	P61026	Ras-related protein Rab-10	RAB10
OID44888	O75154	Rab11 family-interacting protein 3	RAB11FIP3
OID44889	O00194	Ras-related protein Rab-27B	RAB27B
OID44890	Q15276	Rab GTPase-binding effector protein 1	RABEP1
OID44891	Q9BYZ8	Regenerating islet-derived protein 4	REG4
OID44892	Q9P260	RAB11-binding protein RELCH	RELCH
OID44893	P00797	Renin	REN
OID44894	Q96B86	Repulsive guidance molecule A	RGMA
OID44895	Q6NW40	Repulsive guidance molecule B	RGMB
OID44896	P52758	2-iminobutanoate/2-iminopropanoate deaminase	RIDA
OID44897	Q969X0	RILP-like protein 2	RILPL2
OID44899	P12724	Eosinophil cationic protein	RNASE3
OID44900	Q9Y6N7	Roundabout homolog 1	ROBO1
OID44901	Q9HCK4	Roundabout homolog 2	ROBO2
OID44902	Q01973	Inactive tyrosine-protein kinase transmembrane receptor ROR1	ROR1
OID44903	Q9H446	RWD domain-containing protein 1	RWDD1
OID44904	P31949	Protein S100-A11	S100A11
OID44905	P26447	Protein S100-A4	S100A4
OID44906	Q9BW04	Specifically androgen-regulated gene protein	SARG
OID44907	Q6ZMJ2	Scavenger receptor class A member 5	SCARA5
OID44908	Q96GP6	Scavenger receptor class F member 2	SCARF2
OID44909	Q8WXD2	Secretogranin-3	SCG3
OID44910	P11684	Uteroglobin	SCGB1A1
OID44911	Q96QR1	Secretoglobin family 3A member 1	SCGB3A1
OID44912	Q96PL1	Secretoglobin family 3A member 2	SCGB3A2
OID44913	O75711	Scrapie-responsive protein 1	SCRG1
OID44914	P18827	Syndecan-1	SDC1
OID44915	P31431	Syndecan-4	SDC4
OID44916	Q99470	Stromal cell-derived factor 2	SDF2
OID44917	Q58EX2	Protein sidekick-2	SDK2
OID44918	Q13275	Semaphorin-3F	SEMA3F
OID44919	Q9NS98	Semaphorin-3G	SEMA3G
OID44920	Q92854	Semaphorin-4D	SEMA4D
OID44921	Q8IW75	Serpin A12	SERPINA12
OID44922	P35237	Serpin B6	SERPINB6
OID44923	P07093	Glia-derived nexin	SERPINE2
OID44924	Q99574	Neuroserpin	SERPINI1
OID44925	Q9BYH1	Seizure 6-like protein	SEZ6L
OID44926	Q6FHJ7	Secreted frizzled-related protein 4	SFRP4
OID44927	P35247	Pulmonary surfactant-associated protein D	SFTPD
OID44928	P51688	N-sulphoglucosamine sulphohydrolase	SGSH
OID44929	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA
OID44930	P34896	Serine hydroxymethyltransferase, cytosolic	SHMT1
OID44931	P34897	Serine hydroxymethyltransferase, mitochondrial	SHMT2
OID44932	Q9HAT2	Sialate O-acetylesterase	SIAE
OID44933	Q9BZZ2	Sialoadhesin	SIGLEC1
OID44934	Q9Y286	Sialic acid-binding Ig-like lectin 7	SIGLEC7
OID44935	O00241	Signal-regulatory protein beta-1	SIRPB1
OID44936	O75563	Src kinase-associated phosphoprotein 2	SKAP2
OID44937	Q9HBR0	Putative sodium-coupled neutral amino acid transporter 10	SLC38A10
OID44938	O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	NHERF1
OID44939	Q9H3U7	SPARC-related modular calcium-binding protein 2	SMOC2
OID44940	P17405	Sphingomyelin phosphodiesterase	SMPD1
OID44941	Q92484	Acid sphingomyelinase-like phosphodiesterase 3a	SMPDL3A
OID44942	O00161	Synaptosomal-associated protein 23	SNAP23
OID44943	O95721	Synaptosomal-associated protein 29	SNAP29
OID44944	P37840	Alpha-synuclein	SNCA
OID44946	Q9Y5X1	Sorting nexin-9	SNX9
OID44947	Q99523	Sortilin	SORT1
OID44948	Q9BQB4	Sclerostin	SOST
OID44949	O60271	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9
OID44950	P09486	SPARC	SPARC
OID44951	Q8N0X7	Spartin	SPART
OID44952	Q6UW49	Sperm equatorial segment protein 1	SPESP1
OID44953	P20155	Serine protease inhibitor Kazal-type 2	SPINK2
OID44954	P58062	Serine protease inhibitor Kazal-type 7	SPINK7
OID44955	O43291	Kunitz-type protease inhibitor 2	SPINT2
OID44956	Q9HCB6	Spondin-1	SPON1
OID44957	Q9BUD6	Spondin-2	SPON2
OID44958	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC
OID44959	P78539	Sushi repeat-containing protein SRPX	SRPX
OID44960	Q8WTU2	Scavenger receptor cysteine-rich domain-containing group B protein	SSC4D
OID44961	P50502	Hsc70-interacting protein	ST13
OID44962	P52823	Stanniocalcin-1	STC1
OID44963	Q13043	Serine/threonine-protein kinase 4	STK4
OID44964	O43815	Striatin	STRN
OID44965	P50225	Sulfotransferase 1A1	SULT1A1
OID44966	Q8NBJ7	Inactive C-alpha-formylglycine-generating enzyme 2	SUMF2
OID44967	O60279	Sushi domain-containing protein 5	SUSD5
OID44968	Q96A49	Synapse-associated protein 1	SYAP1
OID44969	Q96C24	Synaptotagmin-like protein 4	SYTL4
OID44970	O75347	Tubulin-specific chaperone A	TBCA
OID44971	Q13428	Treacle protein	TCOF1
OID44972	Q6NUS6	Tectonic-3	TCTN3
OID44973	Q02763	Angiopoietin-1 receptor	TEK
OID44974	P48307	Tissue factor pathway inhibitor 2	TFPI2
OID44975	P37173	TGF-beta receptor type-2	TGFBR2
OID44976	P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2
OID44977	P07204	Thrombomodulin	THBD
OID44978	P52888	Thimet oligopeptidase	THOP1
OID44979	P04216	Thy-1 membrane glycoprotein	THY1
OID44980	P62072	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10
OID44981	P16035	Metalloproteinase inhibitor 2	TIMP2
OID44982	P35625	Metalloproteinase inhibitor 3	TIMP3
OID44983	Q9GZM7	Tubulointerstitial nephritis antigen-like	TINAGL1
OID44984	Q5JTD0	Tight junction-associated protein 1	TJAP1
OID44985	Q6P589	Tumor necrosis factor alpha-induced protein 8-like protein 2	TNFAIP8L2
OID44986	O00300	Tumor necrosis factor receptor superfamily member 11B	TNFRSF11B
OID44987	Q9NP84	Tumor necrosis factor receptor superfamily member 12A	TNFRSF12A
OID44988	O14836	Tumor necrosis factor receptor superfamily member 13B	TNFRSF13B
OID44989	Q92956	Tumor necrosis factor receptor superfamily member 14	TNFRSF14
OID44990	O75509	Tumor necrosis factor receptor superfamily member 21	TNFRSF21
OID44991	P28908	Tumor necrosis factor receptor superfamily member 8	TNFRSF8
OID44992	O75888	Tumor necrosis factor ligand superfamily member 13	TNFSF13
OID44993	Q15388	Mitochondrial import receptor subunit TOM20 homolog	TOMM20
OID44994	Q53FA7	Quinone oxidoreductase PIG3	TP53I3
OID44995	P55327	Tumor protein D52	TPD52
OID44996	O43399	Tumor protein D54	TPD52L2
OID44997	Q9H3S4	Thiamin pyrophosphokinase 1	TPK1
OID44998	O14773	Tripeptidyl-peptidase 1	TPP1
OID44999	Q9NZC2	Triggering receptor expressed on myeloid cells 2	TREM2
OID45000	Q7L0Y3	tRNA methyltransferase 10 homolog C	TRMT10C
OID45001	P01222	Thyrotropin subunit beta	TSHB
OID45002	Q96J42	Thioredoxin domain-containing protein 15	TXNDC15
OID45003	Q8NBS9	Thioredoxin domain-containing protein 5	TXNDC5
OID45004	P19971	Thymidine phosphorylase	TYMP
OID45005	Q06418	Tyrosine-protein kinase receptor TYRO3	TYRO3
OID45006	Q9BZF9	Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA
OID45007	O14933	Ubiquitin/ISG15-conjugating enzyme E2 L6	UBE2L6
OID45008	Q04323	UBX domain-containing protein 1	UBXN1
OID45009	Q9UBR1	Beta-ureidopropionase	UPB1
OID45010	Q9BZI7	Regulator of nonsense transcripts 3B	UPF3B
OID45011	P06132	Uroporphyrinogen decarboxylase	UROD
OID45012	P13611	Versican core protein	VCAN
OID45013	P49767	Vascular endothelial growth factor C	VEGFC
OID45014	Q6UXI7	Vitrin	VIT
OID45015	Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation	VSIR
OID45016	Q9NP79	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1
OID45017	Q96AJ9	Vesicle transport through interaction with t-SNAREs homolog 1A	VTI1A
OID45018	Q14508	WAP four-disulfide core domain protein 2	WFDC2
OID45019	Q8TEU8	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	WFIKKN2
OID45020	O43895	Xaa-Pro aminopeptidase 2	XPNPEP2
OID45021	P27348	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ
OID45022	P13686	Tartrate-resistant acid phosphatase type 5	ACP5
OID45023	Q76LX8	A disintegrin and metalloproteinase with thrombospondin motifs 13	ADAMTS13
OID45024	Q86TH1	ADAMTS-like protein 2	ADAMTSL2
OID45025	P48960	Adhesion G protein-coupled receptor E5	ADGRE5
OID45026	P02771	Alpha-fetoprotein	AFP
OID45027	Q9NZD4	Alpha-hemoglobin-stabilizing protein	AHSP
OID45028	Q13740	CD166 antigen	ALCAM
OID45029	P00352	Aldehyde dehydrogenase 1A1	ALDH1A1
OID45030	Q9Y303	N-acetylglucosamine-6-phosphate deacetylase	AMDHD2
OID45033	P02749	Beta-2-glycoprotein 1	APOH
OID45034	P05067	Amyloid-beta precursor protein	APP
OID45036	Q13510	Acid ceramidase	ASAH1
OID45037	P20160	Azurocidin	AZU1
OID45038	O43505	Beta-1,4-glucuronyltransferase 1	B4GAT1
OID45039	P50895	Basal cell adhesion molecule	BCAM
OID45040	P23560	Brain-derived neurotrophic factor	BDNF
OID45041	P02818	Osteocalcin	BGLAP
OID45042	Q9UBW5	Bridging integrator 2	BIN2
OID45043	Q13867	Bleomycin hydrolase	BLMH
OID45044	P30043	Flavin reductase	BLVRB
OID45045	Q8TDL5	BPI fold-containing family B member 1	BPIFB1
OID45046	P00918	Carbonic anhydrase 2	CA2
OID45047	P07451	Carbonic anhydrase 3	CA3
OID45048	P22748	Carbonic anhydrase 4	CA4
OID45049	P23280	Carbonic anhydrase 6	CA6
OID45050	P42574	Caspase-3	CASP3
OID45051	Q8IUK8	Cerebellin-2	CBLN2
OID45052	Q16663	C-C motif chemokine 15	CCL15
OID45053	O15467	C-C motif chemokine 16	CCL16
OID45054	P48745	CCN family member 3	CCN3
OID45055	O76076	CCN family member 5	CCN5
OID45056	Q6YHK3	CD109 antigen	CD109
OID45057	Q04900	Sialomucin core protein 24	CD164
OID45058	Q8N6Q3	CD177 antigen	CD177
OID45059	Q9HCU0	Endosialin	CD248
OID45060	Q6UXG3	CMRF35-like molecule 9	CD300LG
OID45061	P13987	CD59 glycoprotein	CD59
OID45062	P14209	CD99 antigen	CD99
OID45063	Q8TCZ2	CD99 antigen-like protein 2	CD99L2
OID45064	P33151	Cadherin-5	CDH5
OID45065	P40199	Carcinoembryonic antigen-related cell adhesion molecule 6	CEACAM6
OID45066	P08217	Chymotrypsin-like elastase family member 2A	CELA2A
OID45067	P09093	Chymotrypsin-like elastase family member 3A	CELA3A
OID45068	P23141	Liver carboxylesterase 1	CES1
OID45070	P10645	Chromogranin-A	CHGA
OID45071	Q13231	Chitotriosidase-1	CHIT1
OID45072	O75339	Cartilage intermediate layer protein 1	CILP
OID45073	P12277	Creatine kinase B-type	CKB
OID45074	Q9Y240	C-type lectin domain family 11 member A	CLEC11A
OID45075	Q86T13	C-type lectin domain family 14 member A	CLEC14A
OID45076	Q9H2X3	C-type lectin domain family 4 member M	CLEC4M
OID45077	P04118	Colipase	CLPS
OID45078	Q12860	Contactin-1	CNTN1
OID45079	Q9P232	Contactin-3	CNTN3
OID45080	Q8IWV2	Contactin-4	CNTN4
OID45081	P39059	Collagen alpha-1(XV) chain	COL15A1
OID45082	P39060	Collagen alpha-1(XVIII) chain	COL18A1
OID45083	P02452	Collagen alpha-1(I) chain	COL1A1
OID45084	P02461	Collagen alpha-1(III) chain	COL3A1
OID45085	P12111	Collagen alpha-3(VI) chain	COL6A3
OID45086	Q9BWP8	Collectin-11	COLEC11
OID45087	P31146	Coronin-1A	CORO1A
OID45088	P15085	Carboxypeptidase A1	CPA1
OID45089	P15086	Carboxypeptidase B	CPB1
OID45090	Q9Y646	Carboxypeptidase Q	CPQ
OID45091	Q9NQ79	Cartilage acidic protein 1	CRTAC1
OID45092	Q6UVK1	Chondroitin sulfate proteoglycan 4	CSPG4
OID45093	Q15828	Cystatin-M	CST6
OID45094	P04080	Cystatin-B	CSTB
OID45095	Q96CG8	Collagen triple helix repeat-containing protein 1	CTHRC1
OID45096	P16410	Cytotoxic T-lymphocyte protein 4	CTLA4
OID45097	P17538	Chymotrypsinogen B	CTRB1
OID45098	P10619	Lysosomal protective protein	CTSA
OID45099	P07858	Cathepsin B	CTSB
OID45100	Q9H2A7	C-X-C motif chemokine 16	CXCL16
OID45101	P19876	C-X-C motif chemokine 3	CXCL3
OID45102	Q9NRR1	Cytokine-like protein 1	CYTL1
OID45103	P07108	Acyl-CoA-binding protein	DBI
OID45104	P30046	D-dopachrome decarboxylase	DDT
OID45105	P60022	Beta-defensin 1	DEFB1
OID45106	Q9UBP4	Dickkopf-related protein 3	DKK3
OID45107	P80370	Protein delta homolog 1	DLK1
OID45108	P24855	Deoxyribonuclease-1	DNASE1
OID45109	Q07507	Dermatopontin	DPT
OID45110	Q02487	Desmocollin-2	DSC2
OID45111	Q14126	Desmoglein-2	DSG2
OID45112	P42126	Enoyl-CoA delta isomerase 1, mitochondrial	ECI1
OID45114	P20827	Ephrin-A1	EFNA1
OID45115	P00533	Epidermal growth factor receptor	EGFR
OID45116	P17813	Endoglin	ENG
OID45117	Q13822	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	ENPP2
OID45118	P54760	Ephrin type-B receptor 4	EPHB4
OID45119	Q96AP7	Endothelial cell-selective adhesion molecule	ESAM
OID45120	Q9Y624	Junctional adhesion molecule A	F11R
OID45121	P15090	Fatty acid-binding protein, adipocyte	FABP4
OID45122	Q12884	Prolyl endopeptidase FAP	FAP
OID45123	P25445	Tumor necrosis factor receptor superfamily member 6	FAS
OID45124	P98095	Fibulin-2	FBLN2
OID45125	P06734	Low affinity immunoglobulin epsilon Fc receptor	FCER2
OID45126	Q96RD9	Fc receptor-like protein 5	FCRL5
OID45127	Q9BYJ0	Fibroblast growth factor-binding protein 2	FGFBP2
OID45128	P04066	Tissue alpha-L-fucosidase	FUCA1
OID45129	O15117	FYN-binding protein 1	FYB1
OID45130	Q14393	Growth arrest-specific protein 6	GAS6
OID45131	Q99988	Growth/differentiation factor 15	GDF15
OID45132	P19440	Glutathione hydrolase 1 proenzyme	GGT1
OID45133	P17900	Ganglioside GM2 activator	GM2A
OID45134	P22749	Granulysin	GNLY
OID45135	P17174	Aspartate aminotransferase, cytoplasmic	GOT1
OID45136	Q9HCN6	Platelet glycoprotein VI	GP6
OID45137	P28799	Progranulin	GRN
OID45138	Q02747	Guanylin	GUCA2A
OID45139	P08236	Beta-glucuronidase	GUSB
OID45140	P12081	Histidine--tRNA ligase, cytoplasmic	HARS1
OID45141	Q8TDQ0	Hepatitis A virus cellular receptor 2	HAVCR2
OID45142	P32754	4-hydroxyphenylpyruvate dioxygenase	HPD
OID45143	Q9Y251	Heparanase	HPSE
OID45144	P04792	Heat shock protein beta-1	HSPB1
OID45145	Q9Y4L1	Hypoxia up-regulated protein 1	HYOU1
OID45146	P13598	Intercellular adhesion molecule 2	ICAM2
OID45147	P32942	Intercellular adhesion molecule 3	ICAM3
OID45148	P48551	Interferon alpha/beta receptor 2	IFNAR2
OID45149	Q8TDY8	Immunoglobulin superfamily DCC subclass member 4	IGDCC4
OID45150	P11717	Cation-independent mannose-6-phosphate receptor	IGF2R
OID45151	P08833	Insulin-like growth factor-binding protein 1	IGFBP1
OID45152	P18065	Insulin-like growth factor-binding protein 2	IGFBP2
OID45153	P22692	Insulin-like growth factor-binding protein 4	IGFBP4
OID45154	Q16270	Insulin-like growth factor-binding protein 7	IGFBP7
OID45155	Q96F46	Interleukin-17 receptor A	IL17RA
OID45156	P14778	Interleukin-1 receptor type 1	IL1R1
OID45157	Q9NPH3	Interleukin-1 receptor accessory protein	IL1RAP
OID45158	Q01638	Interleukin-1 receptor-like 1	IL1RL1
OID45159	P01589	Interleukin-2 receptor subunit alpha	IL2RA
OID45160	P16871	Interleukin-7 receptor subunit alpha	IL7R
OID45161	Q9GZP8	Immortalization up-regulated protein	IMUP
OID45162	P55103	Inhibin beta C chain	INHBC
OID45163	Q6H9L7	Isthmin-2	ISM2
OID45164	P08648	Integrin alpha-5	ITGA5
OID45165	P11215	Integrin alpha-M	ITGAM
OID45166	P05107	Integrin beta-2	ITGB2
OID45167	O95965	Integrin beta-like protein 1	ITGBL1
OID45168	P07476	Involucrin	IVL
OID45169	Q15726	Metastasis-suppressor KiSS-1	KISS1
OID45171	P55268	Laminin subunit beta-2	LAMB2
OID45172	P11279	Lysosome-associated membrane glycoprotein 1	LAMP1
OID45173	P13796	Plastin-2	LCP1
OID45174	P01130	Low-density lipoprotein receptor	LDLR
OID45175	P17931	Galectin-3	LGALS3
OID45176	Q8N149	Leukocyte immunoglobulin-like receptor subfamily A member 2	LILRA2
OID45177	Q8N6C8	Leukocyte immunoglobulin-like receptor subfamily A member 3	LILRA3
OID45178	O75023	Leukocyte immunoglobulin-like receptor subfamily B member 5	LILRB5
OID45179	Q14767	Latent-transforming growth factor beta-binding protein 2	LTBP2
OID45180	P02788	Lactotransferrin	LTF
OID45181	Q9H1U4	Multiple epidermal growth factor-like domains protein 9	MEGF9
OID45182	Q14696	LRP chaperone MESD	MESD
OID45183	P08581	Hepatocyte growth factor receptor	MET
OID45184	Q13361	Microfibrillar-associated protein 5	MFAP5
OID45185	Q08431	Lactadherin	MFGE8
OID45186	P14174	Macrophage migration inhibitory factor	MIF
OID45187	P08254	Stromelysin-1	MMP3
OID45188	P14780	Matrix metalloproteinase-9	MMP9
OID45189	P05164	Myeloperoxidase	MPO
OID45190	P08118	Beta-microseminoprotein	MSMB
OID45191	P15941	Mucin-1	MUC1
OID45192	Q02817	Mucin-2	MUC2
OID45193	P35579	Myosin-9	MYH9
OID45194	Q99972	Myocilin	MYOC
OID45195	O15394	Neural cell adhesion molecule 2	NCAM2
OID45196	Q14112	Nidogen-2	NID2
OID45197	Q15155	Nodal modulator 1	NOMO1
OID45198	P46531	Neurogenic locus notch homolog protein 1	NOTCH1
OID45199	Q04721	Neurogenic locus notch homolog protein 2	NOTCH2
OID45200	Q9UM47	Neurogenic locus notch homolog protein 3	NOTCH3
OID45201	P61916	NPC intracellular cholesterol transporter 2	NPC2
OID45202	Q15818	Neuronal pentraxin-1	NPTX1
OID45203	P47972	Neuronal pentraxin-2	NPTX2
OID45204	O60462	Neuropilin-2	NRP2
OID45205	Q9UKK9	ADP-sugar pyrophosphatase	NUDT5
OID45206	Q86UD1	Out at first protein homolog	OAF
OID45207	P20774	Mimecan	OGN
OID45208	P19021	Peptidyl-glycine alpha-amidating monooxygenase	PAM
OID45209	Q6UXH9	Inactive serine protease PAMR1	PAMR1
OID45210	Q99497	Parkinson disease protein 7	PARK7
OID45211	Q8NBP7	Proprotein convertase subtilisin/kexin type 9	PCSK9
OID45212	P04085	Platelet-derived growth factor subunit A	PDGFA
OID45213	P09619	Platelet-derived growth factor receptor beta	PDGFRB
OID45214	P13667	Protein disulfide-isomerase A4	PDIA4
OID45215	O00151	PDZ and LIM domain protein 1	PDLIM1
OID45216	Q5VY43	Platelet endothelial aggregation receptor 1	PEAR1
OID45217	P30086	Phosphatidylethanolamine-binding protein 1	PEBP1
OID45218	P16284	Platelet endothelial cell adhesion molecule	PECAM1
OID45219	O75594	Peptidoglycan recognition protein 1	PGLYRP1
OID45220	P19957	Elafin	PI3
OID45221	P01833	Polymeric immunoglobulin receptor	PIGR
OID45222	Q96FE7	Phosphoinositide-3-kinase-interacting protein 1	PIK3IP1
OID45223	Q9UKJ1	Paired immunoglobulin-like type 2 receptor alpha	PILRA
OID45224	P04054	Phospholipase A2	PLA2G1B
OID45225	P14555	Phospholipase A2, membrane associated	PLA2G2A
OID45226	Q13093	Platelet-activating factor acetylhydrolase	PLA2G7
OID45227	P00749	Urokinase-type plasminogen activator	PLAU
OID45228	P55058	Phospholipid transfer protein	PLTP
OID45229	O15031	Plexin-B2	PLXNB2
OID45230	Q15063	Periostin	POSTN
OID45231	P23284	Peptidyl-prolyl cis-trans isomerase B	PPIB
OID45232	P30405	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	PPIF
OID45233	Q96QH2	PML-RARA-regulated adapter molecule 1	PRAM1
OID45234	Q96NZ9	Proline-rich acidic protein 1	PRAP1
OID45235	P42785	Lysosomal Pro-X carboxypeptidase	PRCP
OID45236	P13727	Bone marrow proteoglycan	PRG2
OID45237	Q9Y2Y8	Proteoglycan 3	PRG3
OID45238	P24158	Myeloblastin	PRTN3
OID45239	P07602	Prosaposin	PSAP
OID45240	P08575	Receptor-type tyrosine-protein phosphatase C	PTPRC
OID45241	P10586	Receptor-type tyrosine-protein phosphatase F	PTPRF
OID45242	Q13332	Receptor-type tyrosine-protein phosphatase S	PTPRS
OID45243	Q16769	Glutaminyl-peptide cyclotransferase	QPCT
OID45244	P48304	Lithostathine-1-beta	REG1B
OID45245	Q06141	Regenerating islet-derived protein 3-alpha	REG3A
OID45246	Q969Z4	Tumor necrosis factor receptor superfamily member 19L	RELT
OID45247	Q9HD89	Resistin	RETN
OID45248	O00584	Ribonuclease T2	RNASET2
OID45249	Q6UWP8	Suprabasin	SBSN
OID45250	Q14162	Scavenger receptor class F member 1	SCARF1
OID45251	P16581	E-selectin	SELE
OID45252	P14151	L-selectin	SELL
OID45253	O75326	Semaphorin-7A	SEMA7A
OID45254	Q86U17	Serpin A11	SERPINA11
OID45255	P30740	Leukocyte elastase inhibitor	SERPINB1
OID45256	P05121	Plasminogen activator inhibitor 1	SERPINE1
OID45257	Q8N114	Protein shisa-5	SHISA5
OID45258	O15389	Sialic acid-binding Ig-like lectin 5	SIGLEC5
OID45259	P78324	Tyrosine-protein phosphatase non-receptor type substrate 1	SIRPA
OID45260	P02730	Band 3 anion transport protein	SLC4A1
OID45261	P03973	Antileukoproteinase	SLPI
OID45262	P55000	Secreted Ly-6/uPAR-related protein 1	SLURP1
OID45263	P04179	Superoxide dismutase [Mn], mitochondrial	SOD2
OID45264	P00995	Serine protease inhibitor Kazal-type 1	SPINK1
OID45265	Q9NQ38	Serine protease inhibitor Kazal-type 5	SPINK5
OID45266	O43278	Kunitz-type protease inhibitor 1	SPINT1
OID45267	P10451	Osteopontin	SPP1
OID45268	P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1
OID45269	Q8WWQ8	Stabilin-2	STAB2
OID45270	O76061	Stanniocalcin-2	STC2
OID45271	P31948	Stress-induced-phosphoprotein 1	STIP1
OID45272	Q9UGT4	Sushi domain-containing protein 2	SUSD2
OID45273	P37837	Transaldolase	TALDO1
OID45274	P04155	Trefoil factor 1	TFF1
OID45275	Q03403	Trefoil factor 2	TFF2
OID45276	Q03167	Transforming growth factor beta receptor type 3	TGFBR3
OID45277	P35442	Thrombospondin-2	THBS2
OID45278	P35590	Tyrosine-protein kinase receptor Tie-1	TIE1
OID45279	Q99727	Metalloproteinase inhibitor 4	TIMP4
OID45280	P63313	Thymosin beta-10	TMSB10
OID45281	O14798	Tumor necrosis factor receptor superfamily member 10C	TNFRSF10C
OID45282	Q02223	Tumor necrosis factor receptor superfamily member 17	TNFRSF17
OID45283	P19438	Tumor necrosis factor receptor superfamily member 1A	TNFRSF1A
